,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,country_id,league_id,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak,buildUpPlaySpeedClass,buildUpPlayDribblingClass,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassingClass,chanceCreationCrossingClass,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressureClass,defenceAggressionClass,defenceTeamWidthClass,defenceDefenderLineClass,FTR
486,48,45,38,62,54,38,38,62,1729,1729,8,1474256,9826,9879,1,4,14.0,9.0,4.0,6.0,2.75,3.3,2.8,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,0
487,47,38,52,56,58,57,63,44,1729,1729,8,1474262,10260,8466,1,1,12.0,18.0,5.0,7.0,1.57,4.33,6.5,2,3,0,1,0,0,1,1,0,2,2,0,2,2,1,0,1
488,61,42,39,59,48,52,58,60,1729,1729,9,1474288,10252,8668,0,2,14.0,15.0,3.0,4.0,3.4,3.4,2.3,2,2,1,0,0,1,1,1,0,2,2,1,2,2,1,0,0
489,59,29,38,36,24,48,47,54,1729,1729,9,1474291,8455,8456,2,1,12.0,15.0,4.0,6.0,2.38,3.4,3.2,4,2,0,1,0,1,2,0,0,2,0,0,2,2,1,0,2
490,66,30,30,45,35,30,40,50,1729,1729,9,1474294,9826,9825,0,2,13.0,10.0,4.0,4.0,11.0,5.0,1.36,2,1,1,1,0,0,2,0,2,2,2,0,0,2,1,0,0
491,50,55,45,55,40,45,35,50,1729,1729,9,1474307,8466,9879,2,0,20.0,1.0,6.0,0.0,1.62,4.0,6.5,2,2,2,1,0,0,1,1,0,2,2,1,2,2,1,0,2
492,43,46,69,66,47,44,27,53,1729,1729,1,1723982,9825,9826,2,1,14.0,4.0,6.0,2.0,1.25,6.5,15.0,3,0,2,2,0,0,1,1,1,2,2,1,2,0,1,0,2
493,46,41,46,61,63,42,43,46,1729,1729,1,1723983,8191,8455,1,3,9.0,11.0,2.0,3.0,9.0,5.0,1.4,2,2,0,0,0,0,1,1,0,2,2,1,2,2,1,0,0
494,47,40,42,56,51,62,64,44,1729,1729,1,1723985,8650,8466,2,1,12.0,12.0,5.0,6.0,1.33,5.75,10.0,3,2,0,2,0,1,1,1,0,2,2,0,2,2,1,0,2
495,54,67,72,57,47,63,62,58,1729,1729,10,1724072,9825,8191,3,0,32.0,6.0,13.0,2.0,1.25,6.5,14.0,3,0,2,0,0,0,0,1,1,2,2,1,2,2,1,0,2
496,60,70,70,70,55,35,70,35,1729,1729,10,1724075,9826,8472,1,3,9.0,8.0,1.0,7.0,2.1,3.5,3.8,1,2,1,0,0,0,0,1,1,1,2,1,2,1,1,0,0
497,65,40,65,65,70,45,45,65,1729,1729,10,1724079,8456,10260,1,0,16.0,9.0,6.0,2.0,1.91,3.75,4.33,5,1,0,1,0,0,1,1,0,2,1,0,2,2,1,0,2
498,60,45,55,45,45,60,62,46,1729,1729,11,1724083,8650,8455,1,2,12.0,15.0,4.0,5.0,3.4,3.4,2.3,3,2,0,0,0,0,1,1,0,2,2,1,2,2,1,0,0
499,52,47,69,66,47,36,33,53,1729,1729,11,1724084,10260,9826,1,0,23.0,6.0,5.0,1.0,1.3,6.0,11.0,2,0,1,1,0,0,1,1,1,2,2,1,2,0,1,0,2
500,61,42,39,59,48,52,58,60,1729,1729,11,1724087,8472,8668,1,1,10.0,16.0,3.0,7.0,4.0,3.5,2.05,0,3,1,0,0,1,1,1,0,2,2,1,2,2,1,0,1
501,38,44,49,44,40,54,53,56,1729,1729,12,1724092,9825,10260,1,2,23.0,12.0,9.0,2.0,2.15,3.6,3.5,3,1,2,1,0,1,1,1,0,2,2,1,2,2,1,0,0
502,70,55,70,70,65,70,70,70,1729,1729,12,1724093,10252,8466,1,1,7.0,15.0,1.0,4.0,5.25,3.75,1.75,2,1,1,2,1,0,1,1,1,1,2,1,1,1,2,0,1
503,60,50,40,45,60,55,55,50,1729,1729,12,1724095,9826,8650,3,1,15.0,12.0,5.0,1.0,4.33,3.7,1.91,0,4,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2
504,67,58,44,60,56,43,50,52,1729,1729,13,1724102,8191,10252,1,1,11.0,18.0,4.0,7.0,2.15,3.4,3.75,2,0,0,0,1,0,1,1,0,2,2,1,2,2,1,0,1
505,36,34,39,44,38,42,44,54,1729,1729,13,1724106,8466,8456,0,3,13.0,15.0,4.0,6.0,3.2,3.6,2.3,3,2,1,0,0,0,1,1,0,2,2,0,2,2,1,0,0
506,67,38,41,61,68,39,41,46,1729,1729,13,1724107,8472,8455,0,0,12.0,24.0,3.0,6.0,9.0,5.0,1.4,0,3,1,0,1,1,1,1,0,2,1,1,2,2,1,0,1
507,52,46,42,54,30,50,65,44,1729,1729,14,1724112,9825,8466,1,0,19.0,6.0,8.0,1.0,1.8,3.75,5.0,3,1,1,3,0,0,1,1,0,2,0,1,2,2,1,0,2
508,63,59,52,55,34,39,41,54,1729,1729,14,1724117,9826,10252,0,1,17.0,5.0,5.0,3.0,2.1,3.4,4.0,1,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,0
509,59,29,38,36,24,48,47,54,1729,1729,14,1724121,8472,8456,1,4,8.0,15.0,2.0,4.0,7.5,4.5,1.5,0,3,2,0,0,1,2,0,0,2,0,0,2,2,1,0,0
510,67,62,44,72,59,47,53,60,1729,1729,15,1724124,8650,8472,0,0,15.0,7.0,2.0,1.0,1.5,4.5,7.5,2,3,0,0,1,0,1,1,0,1,2,1,2,2,1,0,1
511,58,62,48,59,32,41,44,59,1729,1729,15,1724125,8456,8668,1,0,19.0,9.0,3.0,2.0,1.5,4.75,7.0,5,2,0,1,0,0,1,1,0,2,0,1,2,2,1,0,2
512,46,54,49,72,56,42,41,56,1729,1729,15,1724128,8466,10260,1,2,15.0,3.0,4.0,2.0,2.8,3.4,2.7,3,2,1,1,0,1,1,1,0,1,2,1,2,2,1,0,0
513,52,46,42,54,30,50,65,44,1729,1729,16,1724133,8191,8466,1,0,7.0,15.0,2.0,4.0,5.5,3.75,1.73,1,1,1,2,0,0,1,1,0,2,0,1,2,2,1,0,2
514,50,35,50,60,70,40,60,40,1729,1729,16,1724138,10260,8650,3,0,11.0,19.0,6.0,9.0,1.8,3.8,4.75,3,3,1,1,0,0,1,1,0,2,1,1,2,2,1,0,2
515,65,40,65,65,70,45,45,65,1729,1729,17,1724142,10252,10260,1,1,10.0,16.0,4.0,9.0,6.25,4.0,1.62,1,3,2,0,0,0,1,1,0,2,1,0,2,2,1,0,1
516,25,32,41,34,30,57,57,52,1729,1729,17,1724144,8650,9825,2,2,27.0,7.0,10.0,3.0,2.8,3.5,2.6,2,2,1,0,2,0,2,1,0,2,0,0,2,2,1,0,1
517,52,47,69,66,47,36,33,53,1729,1729,17,1724145,8456,9826,3,0,15.0,6.0,3.0,1.0,1.29,6.0,12.0,5,0,0,0,0,0,1,1,1,2,2,1,2,0,1,0,2
518,43,40,39,33,63,52,58,59,1729,1729,17,1724148,8466,8668,3,0,11.0,13.0,3.0,4.0,2.45,3.5,3.0,2,1,1,1,0,1,1,1,0,0,2,1,2,2,1,0,2
519,71,32,34,41,61,51,48,62,1729,1729,18,1724153,8191,8650,0,1,16.0,10.0,0.0,3.0,4.75,3.8,1.8,2,2,1,1,1,1,2,1,0,2,2,1,2,2,1,0,0
520,52,46,42,54,30,50,65,44,1729,1729,18,1724155,9826,8466,1,3,11.0,13.0,4.0,6.0,3.75,3.4,2.15,1,0,0,2,0,0,1,1,0,2,0,1,2,2,1,0,0
521,43,51,59,50,55,47,45,49,1729,1729,19,1724162,10252,8472,0,0,14.0,15.0,3.0,3.0,2.35,3.3,3.4,1,3,3,1,0,1,1,1,0,2,2,1,2,2,1,0,1
522,70,65,70,70,70,65,70,70,1729,1729,19,1724165,8456,8191,2,2,17.0,12.0,6.0,3.0,1.18,8.0,19.0,5,0,0,0,1,0,1,1,1,1,1,1,2,1,2,0,1
523,60,50,60,60,80,35,55,50,1729,1729,19,1724168,8466,8455,1,1,9.0,7.0,1.0,1.0,4.75,3.75,1.83,3,3,0,1,0,0,1,0,0,2,1,0,2,2,1,0,1
524,75,40,40,45,65,50,40,45,1729,1729,2,1723995,8668,9825,2,2,8.0,13.0,2.0,3.0,2.8,3.4,2.7,3,2,0,1,1,0,1,0,0,2,2,0,2,2,1,0,1
525,60,60,48,73,53,50,48,62,1729,1729,2,1723997,8456,8650,3,1,9.0,11.0,4.0,3.0,1.85,4.0,4.33,4,2,1,1,0,0,1,1,0,1,2,1,2,2,1,0,2
526,46,38,46,68,37,49,49,56,1729,1729,2,1723999,8472,10260,1,1,11.0,10.0,3.0,3.0,5.0,4.0,1.75,0,3,2,1,0,0,1,1,0,1,2,1,2,2,1,0,1
527,61,68,67,62,52,36,34,48,1729,1729,20,1724172,10252,9826,0,0,14.0,6.0,3.0,0.0,2.4,3.3,3.3,1,0,3,0,0,1,0,1,1,2,2,1,2,2,1,0,1
528,43,51,59,50,55,47,45,49,1729,1729,20,1724175,8456,8472,3,2,32.0,4.0,12.0,4.0,1.22,7.0,15.0,4,3,1,2,0,1,1,1,0,2,2,1,2,2,1,0,2
529,66,30,30,45,35,30,40,50,1729,1729,20,1724178,8466,9825,2,0,13.0,11.0,6.0,6.0,2.9,3.4,2.6,2,2,1,2,0,0,2,0,2,2,2,0,0,2,1,0,2
530,70,60,70,65,75,65,65,50,1729,1729,21,1724186,8668,8456,1,1,11.0,18.0,4.0,2.0,4.5,3.75,1.85,3,3,1,0,1,0,1,1,1,2,1,0,2,2,1,0,1
531,47,52,54,56,60,48,52,44,1729,1729,21,1724188,10260,8466,0,1,10.0,9.0,0.0,1.0,1.83,3.75,4.75,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,0
532,39,44,42,34,54,59,52,61,1729,1729,21,1724189,8472,8650,0,1,5.0,21.0,1.0,4.0,4.5,3.6,1.91,0,2,3,0,0,0,1,1,0,2,2,1,2,2,1,0,0
533,71,32,34,41,61,51,48,62,1729,1729,22,1724192,10252,8650,0,2,15.0,12.0,4.0,5.0,4.5,3.6,1.91,0,2,4,0,1,1,2,1,0,2,2,1,2,2,1,0,0
534,61,67,67,69,50,36,34,41,1729,1729,22,1724193,8191,9826,2,3,7.0,11.0,4.0,4.0,2.55,3.25,3.1,2,0,1,1,0,1,0,1,1,1,2,1,2,2,1,0,0
535,66,30,30,45,35,30,40,50,1729,1729,22,1724196,8456,9825,0,2,12.0,9.0,4.0,3.0,1.8,4.0,4.5,4,2,1,2,0,0,2,0,2,2,2,0,0,2,1,0,0
536,65,50,45,55,50,35,45,65,1729,1729,23,1724202,9825,10252,5,0,13.0,9.0,8.0,2.0,1.25,6.5,15.0,3,1,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2
537,70,60,55,70,70,45,55,45,1729,1729,23,1724203,8455,8456,1,1,3.0,10.0,2.0,5.0,2.15,3.5,3.6,4,2,0,1,1,0,1,1,0,1,1,1,2,2,1,0,1
538,60,50,55,70,55,55,65,60,1729,1729,23,1724204,9826,8668,0,1,13.0,14.0,3.0,2.0,2.8,3.3,2.75,1,1,0,1,0,0,1,1,0,1,2,1,2,2,1,0,0
539,48,44,56,58,48,52,50,58,1729,1729,23,1724210,8472,8191,2,0,8.0,13.0,3.0,4.0,2.25,3.3,3.6,0,0,3,1,0,0,1,1,0,2,2,1,2,2,1,0,2
540,46,41,46,61,63,42,43,46,1729,1729,24,1724212,10252,8455,1,2,8.0,12.0,1.0,5.0,10.0,5.25,1.36,0,2,4,2,0,0,1,1,0,2,2,1,2,2,1,0,0
541,71,32,34,41,61,51,48,62,1729,1729,24,1724214,8668,8650,0,0,6.0,17.0,1.0,6.0,3.4,3.4,2.3,2,3,2,0,1,1,2,1,0,2,2,1,2,2,1,0,1
542,54,67,72,57,47,63,62,58,1729,1729,25,1724224,10260,8191,3,1,11.0,13.0,7.0,3.0,1.29,6.0,12.0,3,0,1,1,0,0,0,1,1,2,2,1,2,2,1,0,2
543,60,65,60,70,45,40,70,40,1729,1729,25,1724229,8455,8668,1,0,21.0,7.0,7.0,4.0,1.33,5.5,11.0,3,2,1,1,0,0,1,1,0,1,2,1,2,1,1,0,2
544,48,44,56,58,48,52,50,58,1729,1729,26,1724233,8455,8191,1,1,14.0,10.0,5.0,5.0,1.2,7.5,17.0,3,0,1,1,0,0,1,1,0,2,2,1,2,2,1,0,1
545,30,29,41,55,39,64,54,52,1729,1729,26,1724234,9826,9825,1,2,22.0,12.0,3.0,4.0,4.75,3.75,1.83,1,2,0,2,2,0,2,1,0,2,2,0,2,2,1,0,0
546,71,32,34,41,61,51,48,62,1729,1729,26,1724238,8466,8650,0,2,13.0,6.0,5.0,4.0,2.63,3.3,2.9,2,3,1,1,1,1,2,1,0,2,2,1,2,2,1,0,0
547,43,40,39,33,63,52,58,59,1729,1729,27,1724242,9825,8668,2,0,17.0,8.0,4.0,2.0,1.57,4.5,6.0,4,1,0,1,0,1,1,1,0,0,2,1,2,2,1,0,2
548,70,60,55,70,70,45,55,45,1729,1729,27,1724245,8650,8456,2,1,11.0,8.0,5.0,1.0,3.1,3.6,2.38,2,2,2,2,1,0,1,1,0,1,1,1,2,2,1,0,2
549,55,55,55,65,55,45,55,65,1729,1729,27,1724246,10260,8472,2,0,30.0,5.0,10.0,3.0,1.36,5.25,10.0,3,2,1,2,0,0,1,1,0,2,2,1,2,2,1,0,2
550,43,46,69,66,47,44,27,53,1729,1729,28,1724255,8466,9826,1,0,23.0,9.0,3.0,3.0,1.7,3.8,5.75,2,1,1,1,0,0,1,1,1,2,2,1,2,0,1,0,2
551,54,55,56,59,48,48,50,58,1729,1729,28,1724257,8650,8191,2,0,20.0,9.0,8.0,1.0,1.36,5.25,10.0,2,0,2,2,0,0,1,1,0,2,2,1,2,2,1,0,2
552,59,29,32,49,62,42,44,54,1729,1729,29,1724263,8191,8456,1,0,10.0,21.0,4.0,5.0,7.5,5.0,1.44,1,2,1,2,0,1,2,1,2,2,2,1,2,2,1,0,2
553,52,46,42,54,30,50,65,44,1729,1729,29,1724264,8455,8466,1,1,22.0,12.0,7.0,5.0,1.62,4.0,6.5,3,2,2,1,0,0,1,1,0,2,0,1,2,2,1,0,1
554,70,59,65,70,50,30,70,30,1729,1729,29,1724269,8472,10252,0,4,12.0,14.0,2.0,8.0,2.38,3.25,3.4,1,1,2,1,1,0,1,1,0,1,2,0,0,1,0,0,0
555,65,40,65,65,70,45,45,65,1729,1729,3,1724003,8191,10260,0,0,9.0,7.0,3.0,2.0,6.0,4.2,1.62,2,2,1,2,0,0,1,1,0,2,1,0,2,2,1,0,1
556,67,36,41,34,44,39,41,46,1729,1729,3,1724004,8668,8455,3,6,17.0,12.0,7.0,8.0,3.75,3.3,2.2,1,3,3,2,1,1,1,1,0,2,2,1,2,2,1,0,0
557,70,45,45,70,65,40,50,40,1729,1729,30,1724274,8650,10260,1,2,7.0,6.0,1.0,4.0,2.05,3.4,3.6,2,2,2,3,1,0,1,1,0,1,2,0,2,2,1,0,0
558,36,52,49,68,55,24,56,66,1729,1729,30,1724278,8466,8191,2,0,20.0,15.0,3.0,3.0,1.4,4.5,7.5,3,0,1,2,0,0,1,1,0,1,2,1,0,2,1,0,2
559,60,60,48,73,53,50,48,62,1729,1729,31,1724282,9825,8650,4,1,16.0,13.0,10.0,2.0,1.83,3.75,4.2,4,3,0,1,0,0,1,1,0,1,2,1,2,2,1,0,2
560,36,34,39,44,38,42,44,54,1729,1729,31,1724285,9826,8456,2,1,5.0,22.0,3.0,4.0,5.0,4.0,1.67,1,1,0,2,0,0,1,1,0,2,2,0,2,2,1,0,2
561,47,40,42,56,51,62,64,44,1729,1729,31,1724286,8668,8466,1,0,11.0,11.0,1.0,2.0,2.63,3.2,2.8,1,2,3,1,0,1,1,1,0,2,2,0,2,2,1,0,2
562,63,54,60,48,38,35,44,54,1729,1729,31,1724288,10260,10252,3,1,19.0,4.0,7.0,2.0,1.3,5.5,10.0,4,2,0,1,0,1,1,1,0,2,2,1,2,2,1,0,2
563,66,30,30,45,35,30,40,50,1729,1729,32,1724292,8191,9825,0,1,8.0,17.0,4.0,5.0,6.5,4.33,1.57,2,2,1,2,0,0,2,0,2,2,2,0,0,2,1,0,0
564,70,60,70,65,75,65,65,50,1729,1729,32,1724294,10260,8456,4,2,11.0,10.0,7.0,3.0,2.63,3.4,2.88,4,0,0,2,1,0,1,1,1,2,1,0,2,2,1,0,2
565,43,46,69,66,47,44,27,53,1729,1729,32,1724297,8472,9826,1,4,12.0,14.0,3.0,5.0,2.9,3.2,2.7,1,1,1,1,0,0,1,1,1,2,2,1,2,0,1,0,0
566,57,66,56,31,72,47,52,49,1729,1729,33,1724302,9825,8472,0,0,28.0,7.0,8.0,3.0,1.3,6.0,11.0,4,1,0,2,0,0,1,1,0,0,1,1,2,2,1,0,1
567,46,54,49,72,56,42,41,56,1729,1729,33,1724304,8455,10260,1,0,7.0,15.0,2.0,2.0,2.0,3.4,4.33,2,2,3,3,0,1,1,1,0,1,2,1,2,2,1,0,2
568,70,65,70,70,70,65,70,70,1729,1729,33,1724306,8668,8191,1,0,21.0,10.0,8.0,1.0,1.73,3.8,5.5,1,0,3,1,1,0,1,1,1,1,1,1,2,1,2,0,2
569,60,50,60,60,80,35,55,50,1729,1729,34,1724312,9825,8455,0,0,12.0,7.0,1.0,3.0,2.4,3.3,3.3,4,3,1,2,0,0,1,0,0,2,1,0,2,2,1,0,1
570,46,54,46,60,55,40,50,56,1729,1729,34,1724315,8668,10260,3,0,9.0,17.0,7.0,4.0,3.75,3.4,2.15,2,1,2,3,0,0,1,1,0,2,2,1,2,2,1,0,2
571,63,59,52,55,34,39,41,54,1729,1729,34,1724316,8456,10252,3,2,11.0,13.0,4.0,4.0,1.29,6.0,12.0,3,2,1,1,0,0,1,1,0,2,2,1,2,2,1,0,2
572,61,42,39,59,48,52,58,60,1729,1729,35,1724322,10252,8668,3,2,11.0,9.0,4.0,5.0,2.75,3.3,2.8,0,1,3,0,0,1,1,1,0,2,2,1,2,2,1,0,2
573,61,67,67,69,50,36,34,41,1729,1729,35,1724323,8455,9826,1,0,17.0,8.0,7.0,1.0,1.36,5.25,10.0,2,2,3,1,0,1,0,1,1,1,2,1,2,2,1,0,2
574,70,55,70,70,65,70,70,70,1729,1729,35,1724328,8472,8466,2,1,12.0,11.0,6.0,2.0,4.2,3.4,2.05,1,2,1,1,1,0,1,1,1,1,2,1,1,1,2,0,2
575,60,50,40,45,60,55,55,50,1729,1729,36,1724334,8455,8650,1,1,8.0,15.0,3.0,4.0,2.1,3.5,3.8,3,3,2,1,0,0,1,1,0,2,2,1,2,2,1,0,1
576,46,54,46,60,55,40,50,56,1729,1729,36,1724335,9826,10260,1,2,13.0,13.0,4.0,4.0,4.5,3.6,1.91,1,1,0,2,0,0,1,1,0,2,2,1,2,2,1,0,0
577,57,66,56,31,72,47,52,49,1729,1729,36,1724336,8668,8472,0,2,22.0,10.0,4.0,3.0,1.8,3.75,5.0,3,0,1,3,0,0,1,1,0,0,1,1,2,2,1,0,0
578,61,68,67,62,52,36,34,48,1729,1729,37,1724343,8650,9826,1,3,18.0,15.0,3.0,6.0,1.45,4.75,8.0,2,2,2,1,0,1,0,1,1,2,2,1,2,2,1,0,0
579,66,30,30,45,35,30,40,50,1729,1729,37,1724344,10260,9825,1,1,12.0,5.0,4.0,3.0,2.45,3.5,3.0,4,3,0,1,0,0,2,0,2,2,2,0,0,2,1,0,1
580,65,50,45,55,50,35,45,65,1729,1729,37,1724346,8466,10252,6,1,18.0,9.0,11.0,4.0,1.75,3.8,5.25,3,2,1,0,0,0,1,1,0,2,2,1,2,2,1,0,2
581,48,44,56,58,48,52,50,58,1729,1729,38,1724353,10252,8191,0,1,16.0,6.0,5.0,3.0,2.1,3.6,3.75,1,0,2,1,0,0,1,1,0,2,2,1,2,2,1,0,0
582,57,66,56,31,72,47,52,49,1729,1729,38,1724354,8455,8472,3,1,24.0,17.0,8.0,9.0,1.36,5.25,9.5,2,1,3,2,0,0,1,1,0,0,1,1,2,2,1,0,2
583,47,40,42,56,51,62,64,44,1729,1729,38,1724359,8456,8466,2,0,15.0,13.0,6.0,4.0,1.57,4.5,6.0,3,2,1,1,0,1,1,1,0,2,2,0,2,2,1,0,2
584,59,29,38,36,24,48,47,54,1729,1729,4,1724012,9825,8456,2,2,15.0,15.0,6.0,8.0,3.0,3.4,2.5,3,0,2,1,0,1,2,0,0,2,0,0,2,2,1,0,1
585,70,65,70,70,70,65,70,70,1729,1729,4,1724014,9826,8191,0,0,14.0,11.0,3.0,3.0,2.25,3.3,3.6,1,1,0,1,1,0,1,1,1,1,1,1,2,1,2,0,1
586,65,50,45,55,50,35,45,65,1729,1729,4,1724016,8650,10252,0,1,18.0,5.0,1.0,1.0,1.3,6.0,11.0,2,1,1,0,0,0,1,1,0,2,2,1,2,2,1,0,0
587,25,32,41,34,30,57,57,52,1729,1729,5,1724022,10252,9825,0,3,6.0,9.0,2.0,3.0,4.75,3.6,1.85,1,3,1,1,2,0,2,1,0,2,0,0,2,2,1,0,0
588,57,66,56,31,72,47,52,49,1729,1729,5,1724023,8191,8472,0,0,17.0,14.0,6.0,6.0,2.5,3.3,3.1,1,1,1,1,0,0,1,1,0,0,1,1,2,2,1,0,1
589,61,68,67,62,52,36,34,48,1729,1729,5,1724024,8668,9826,2,3,17.0,10.0,6.0,3.0,1.4,5.0,9.0,3,3,0,0,0,1,0,1,1,2,2,1,2,2,1,0,0
590,70,60,56,70,70,30,60,35,1729,1729,5,1724026,8456,8455,1,1,16.0,6.0,4.0,2.0,2.38,3.5,3.1,4,2,0,3,1,0,1,0,0,1,1,0,0,2,1,0,1
591,65,50,45,55,50,35,45,65,1729,1729,6,1724033,8455,10252,3,0,17.0,7.0,8.0,1.0,1.22,7.0,16.0,3,2,2,0,0,0,1,1,0,2,2,1,2,2,1,0,2
592,56,56,48,57,56,50,50,60,1729,1729,6,1724036,8650,8668,1,1,24.0,11.0,8.0,5.0,1.91,3.75,4.33,2,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,1
593,36,34,39,44,38,42,44,54,1729,1729,7,1724042,10252,8456,0,2,6.0,27.0,1.0,7.0,7.5,4.5,1.5,1,0,0,1,0,0,1,1,0,2,2,0,2,2,1,0,0
594,59,26,28,55,64,51,44,52,1729,1729,7,1724043,8455,9825,2,0,5.0,10.0,3.0,0.0,1.67,4.2,5.25,4,4,1,1,0,1,2,1,2,2,2,0,2,2,1,0,2
595,43,40,39,33,63,52,58,59,1729,1729,7,1724047,10260,8668,2,1,15.0,10.0,4.0,6.0,1.67,4.2,5.25,4,1,1,1,0,1,1,1,0,0,2,1,2,2,1,0,2
596,70,60,56,70,70,30,60,35,1729,1729,8,1724054,9826,8455,1,2,7.0,14.0,4.0,5.0,8.5,4.75,1.44,1,2,1,3,1,0,1,0,0,1,1,0,0,2,1,0,0
597,65,50,45,55,50,35,45,65,1729,1729,8,1724055,8668,10252,3,0,15.0,10.0,6.0,2.0,1.6,4.0,6.5,3,1,0,0,0,0,1,1,0,2,2,1,2,2,1,0,2
598,67,62,44,72,59,47,53,60,1729,1729,8,1724059,8466,8472,8,0,20.0,12.0,11.0,1.0,1.57,4.0,7.0,4,1,0,2,1,0,1,1,0,1,2,1,2,2,1,0,2
599,58,62,48,59,32,41,44,59,1729,1729,9,1724062,8191,8668,1,3,14.0,15.0,3.0,6.0,4.75,3.75,1.83,1,0,2,1,0,0,1,1,0,2,0,1,2,2,1,0,0
600,67,38,41,61,68,39,41,46,1729,1729,9,1724064,10260,8455,1,1,19.0,9.0,7.0,4.0,2.88,3.6,2.5,4,3,1,2,1,1,1,1,0,2,1,1,2,2,1,0,1
601,59,30,28,44,46,51,44,52,1729,1729,9,1724067,8472,9825,0,2,11.0,15.0,3.0,5.0,5.5,3.8,1.73,2,3,0,1,0,1,2,1,2,2,2,0,2,2,1,0,0
