id,country_id,league_id,season,stage,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,Date,HomeTeam,AwayTeam,FTR,HS,AS,HST,AST,B365H,B365D,B365A,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamDrawStreak,AwayTeamDrawStreak
2248,1729,1729,2009/2010,21,658945,9825,8668,2,2,23686.0,26111.0,38835.0,26005.0,63520.0,39297.0,27277.0,75489.0,26181.0,3520.0,41704.0,31465.0,30371.0,30687.0,30839.0,24846.0,30700.0,30876.0,24006.0,36012.0,39618.0,30735.0,1/9/2010,arsenal,everton,D,6.0,9.0,5.0,5.0,1.4,4.5,8.5,1,1,0,2
2253,1729,1729,2009/2010,22,658950,10260,8191,3,0,30726.0,30615.0,30362.0,43248.0,32569.0,35327.0,34944.0,30373.0,40945.0,27430.0,30829.0,24788.0,34230.0,24234.0,43252.0,24212.0,11496.0,28109.0,23185.0,38856.0,23190.0,32627.0,1/16/2010,manchesterunited,burnley,H,24.0,11.0,11.0,5.0,1.17,7.0,17.0,1,0,0,1
2254,1729,1729,2009/2010,22,658951,8668,8456,2,0,31465.0,30371.0,24216.0,30839.0,24846.0,30700.0,39618.0,36012.0,10491.0,30876.0,30735.0,24224.0,30509.0,24208.0,39027.0,33963.0,33633.0,30598.0,23782.0,33781.0,38817.0,30646.0,1/16/2010,everton,manchestercity,H,13.0,8.0,6.0,4.0,2.88,3.25,2.5,1,0,1,1
2255,1729,1729,2009/2010,22,658952,8455,8472,7,2,30859.0,31306.0,30911.0,30627.0,38834.0,30699.0,30456.0,30631.0,30630.0,37804.0,30679.0,24527.0,36786.0,26171.0,31103.0,43259.0,38802.0,156008.0,131583.0,24410.0,23949.0,30988.0,1/16/2010,chelsea,sunderland,H,23.0,7.0,13.0,3.0,1.22,6.0,15.0,3,0,1,0
2265,1729,1729,2009/2010,23,658962,8668,8472,2,0,31465.0,30371.0,24216.0,30839.0,24846.0,30700.0,39618.0,24006.0,36012.0,30876.0,30735.0,32562.0,30885.0,24446.0,23073.0,43259.0,156008.0,26171.0,25150.0,24116.0,30352.0,23949.0,1/27/2010,everton,sunderland,H,11.0,5.0,7.0,3.0,1.67,3.6,5.5,2,0,1,0
2268,1729,1729,2009/2010,23,658965,10252,9825,0,0,30380.0,33863.0,24751.0,24211.0,30357.0,23354.0,38807.0,38609.0,30892.0,23264.0,34466.0,23686.0,26111.0,38835.0,26005.0,31291.0,30613.0,39297.0,75489.0,31435.0,41704.0,3520.0,1/27/2010,astonvilla,arsenal,D,8.0,12.0,2.0,8.0,3.2,3.25,2.3,0,3,0,1
2272,1729,1729,2009/2010,24,658969,8456,8462,2,0,24224.0,30509.0,30831.0,39027.0,33963.0,30598.0,24213.0,23782.0,33633.0,38817.0,30960.0,36286.0,38368.0,23939.0,47418.0,23953.0,24747.0,33850.0,25421.0,23271.0,27335.0,25543.0,1/31/2010,manchestercity,portsmouth,H,13.0,10.0,6.0,4.0,1.29,5.0,13.0,2,0,2,1
2275,1729,1729,2009/2010,24,658972,9879,10252,0,2,30633.0,23780.0,26777.0,165823.0,33045.0,24020.0,30338.0,43247.0,34574.0,24741.0,26461.0,30380.0,33863.0,24751.0,24211.0,30357.0,23354.0,38807.0,38609.0,30892.0,23264.0,34466.0,1/30/2010,fulham,astonvilla,A,15.0,9.0,8.0,6.0,2.7,3.2,2.7,4,2,0,2
2276,1729,1729,2009/2010,24,658973,8191,8455,1,2,24788.0,34214.0,23349.0,35437.0,34230.0,11496.0,38504.0,28109.0,38856.0,23074.0,32627.0,30859.0,31306.0,26564.0,30627.0,38834.0,30699.0,30631.0,40825.0,30630.0,37804.0,30679.0,1/30/2010,burnley,chelsea,A,5.0,16.0,3.0,9.0,13.0,5.0,1.29,1,2,3,0
2277,1729,1729,2009/2010,24,658974,9825,10260,1,3,23686.0,26111.0,38835.0,26005.0,31291.0,39297.0,30613.0,23678.0,26181.0,31435.0,3520.0,30726.0,38994.0,30362.0,43248.0,32569.0,24148.0,30373.0,34944.0,40945.0,30829.0,30802.0,1/31/2010,arsenal,manchesterunited,A,18.0,11.0,7.0,5.0,2.6,3.25,2.8,1,1,1,0
2279,1729,1729,2009/2010,25,658976,10260,8462,5,0,30726.0,30615.0,30362.0,43248.0,32569.0,35327.0,34944.0,24148.0,40945.0,27430.0,30829.0,36286.0,38368.0,23939.0,47418.0,25995.0,23271.0,24373.0,24747.0,25421.0,40987.0,26347.0,2/6/2010,manchesterunited,portsmouth,H,21.0,7.0,8.0,5.0,1.13,8.5,23.0,2,0,0,1
2284,1729,1729,2009/2010,25,659063,8455,9825,2,0,30859.0,31306.0,30911.0,30627.0,38834.0,30699.0,32345.0,30631.0,30679.0,30822.0,37804.0,23686.0,26111.0,38835.0,26005.0,31291.0,26181.0,27277.0,23678.0,31013.0,30613.0,3520.0,2/7/2010,chelsea,arsenal,H,9.0,14.0,3.0,6.0,1.8,3.6,4.5,4,2,1,2
2287,1729,1729,2009/2010,25,659066,8650,8668,1,0,30660.0,30617.0,39032.0,25984.0,47547.0,38818.0,95327.0,37139.0,30618.0,33632.0,41175.0,31465.0,30371.0,30839.0,24216.0,24846.0,30700.0,39618.0,30876.0,24006.0,36012.0,30735.0,2/6/2010,liverpool,everton,H,9.0,6.0,4.0,3.0,1.83,3.5,4.33,1,1,1,3
2289,1729,1729,2009/2010,26,659068,9825,8650,1,0,23686.0,30935.0,38835.0,26005.0,31291.0,30613.0,23678.0,27277.0,26181.0,36410.0,3520.0,30660.0,30617.0,22764.0,25984.0,47547.0,95327.0,38818.0,37139.0,30618.0,33632.0,41175.0,2/10/2010,arsenal,liverpool,H,11.0,9.0,6.0,7.0,2.1,3.3,3.6,1,2,1,0
2290,1729,1729,2009/2010,26,659069,9879,8191,3,0,30633.0,43247.0,23780.0,26777.0,23282.0,34574.0,25253.0,30338.0,24020.0,31643.0,24741.0,24788.0,34230.0,34214.0,23349.0,24234.0,11496.0,38504.0,28109.0,23823.0,23190.0,32627.0,2/9/2010,fulham,burnley,H,16.0,10.0,12.0,3.0,1.73,3.5,5.25,4,0,0,1
2294,1729,1729,2009/2010,26,659073,8462,8472,1,1,36286.0,24137.0,23939.0,47418.0,25995.0,40004.0,25517.0,33850.0,25421.0,26347.0,30901.0,32562.0,32870.0,34275.0,23073.0,43259.0,38802.0,26171.0,25150.0,17866.0,23949.0,30988.0,2/9/2010,portsmouth,sunderland,D,12.0,7.0,6.0,2.0,2.4,3.25,3.0,2,0,0,0
2296,1729,1729,2009/2010,26,659075,10252,10260,1,1,30380.0,33863.0,24751.0,24211.0,30357.0,23354.0,38609.0,38807.0,78324.0,30892.0,23264.0,30726.0,38994.0,30362.0,43248.0,32569.0,24148.0,34944.0,30373.0,40945.0,30829.0,24154.0,2/10/2010,astonvilla,manchesterunited,D,10.0,12.0,6.0,6.0,4.2,3.5,1.91,0,2,1,0
2297,1729,1729,2009/2010,26,659076,8668,8455,2,1,31465.0,30371.0,30839.0,24216.0,24846.0,30700.0,24011.0,24006.0,10491.0,30876.0,30735.0,30859.0,31306.0,30911.0,30627.0,38834.0,30631.0,32345.0,40825.0,37804.0,30822.0,30679.0,2/10/2010,everton,chelsea,H,7.0,14.0,5.0,5.0,5.0,3.6,1.73,3,3,1,0
2303,1729,1729,2009/2010,27,659082,8668,10260,3,1,31465.0,30371.0,30839.0,24216.0,24846.0,30700.0,24006.0,24011.0,10491.0,36012.0,30735.0,30726.0,30615.0,30362.0,43248.0,32569.0,35327.0,24148.0,34944.0,30802.0,30829.0,27430.0,2/20/2010,everton,manchesterunited,H,11.0,11.0,7.0,5.0,4.5,3.6,1.8,4,2,0,1
2304,1729,1729,2009/2010,27,659083,9825,8472,2,0,23686.0,30935.0,30616.0,26005.0,31291.0,23678.0,31013.0,30613.0,75489.0,26181.0,36410.0,32562.0,32870.0,30885.0,34275.0,43259.0,24157.0,24740.0,26171.0,30352.0,23949.0,30988.0,2/20/2010,arsenal,sunderland,H,16.0,6.0,10.0,4.0,1.22,6.0,15.0,2,0,1,1
2307,1729,1729,2009/2010,27,659086,8456,8650,0,0,24224.0,30509.0,39027.0,33086.0,30635.0,30367.0,24213.0,30598.0,23782.0,24159.0,30960.0,30660.0,30617.0,22764.0,25984.0,47547.0,38818.0,95327.0,33632.0,30618.0,30915.0,37139.0,2/21/2010,manchestercity,liverpool,D,4.0,6.0,1.0,2.0,2.4,3.3,3.0,3,2,1,0
2308,1729,1729,2009/2010,27,659087,10252,8191,5,2,30380.0,33863.0,24211.0,24751.0,24136.0,23354.0,38807.0,38609.0,30892.0,23264.0,34466.0,24788.0,34230.0,23349.0,34214.0,23823.0,38856.0,46008.0,38504.0,28109.0,23190.0,32627.0,2/21/2010,astonvilla,burnley,H,15.0,13.0,8.0,10.0,1.36,4.5,10.0,0,0,2,1
2309,1729,1729,2009/2010,28,659088,8472,9879,0,0,32562.0,32870.0,34275.0,30885.0,24740.0,24157.0,26171.0,25150.0,30352.0,30988.0,23949.0,30633.0,43247.0,23780.0,26777.0,23282.0,34574.0,25253.0,30338.0,24020.0,24737.0,24741.0,2/28/2010,sunderland,fulham,D,12.0,3.0,5.0,1.0,2.2,3.2,3.5,1,1,2,2
2315,1729,1729,2009/2010,28,659094,8455,8456,2,4,37149.0,31306.0,30911.0,30627.0,30679.0,30699.0,32345.0,30631.0,30630.0,30822.0,37804.0,24224.0,24208.0,39027.0,33086.0,30635.0,24159.0,30598.0,23782.0,30509.0,33781.0,38817.0,2/27/2010,chelsea,manchestercity,A,23.0,8.0,13.0,6.0,1.44,4.33,7.5,4,0,1,1
2317,1729,1729,2009/2010,28,659096,8191,8462,1,2,24788.0,34230.0,23349.0,34214.0,23823.0,11496.0,28109.0,38504.0,23074.0,32627.0,23370.0,36286.0,24137.0,25995.0,23953.0,40987.0,47418.0,23271.0,25421.0,40004.0,23779.0,26347.0,2/27/2010,burnley,portsmouth,A,14.0,13.0,8.0,5.0,2.0,3.4,3.8,1,0,3,1
2322,1729,1729,2009/2010,29,659101,8462,8455,0,5,36286.0,24747.0,25995.0,23953.0,24137.0,38704.0,23889.0,47418.0,24373.0,25421.0,26347.0,30859.0,30856.0,30911.0,30627.0,40825.0,30631.0,32345.0,30686.0,51553.0,30822.0,30679.0,3/24/2010,portsmouth,chelsea,A,10.0,20.0,6.0,11.0,12.0,5.0,1.3,2,3,1,0
2325,1729,1729,2009/2010,29,659104,10252,8472,1,1,30380.0,33863.0,24751.0,24211.0,24136.0,23354.0,38807.0,38609.0,30892.0,26165.0,34466.0,32562.0,32870.0,34275.0,30885.0,24740.0,24157.0,156008.0,25150.0,30352.0,38802.0,23949.0,3/24/2010,astonvilla,sunderland,D,11.0,10.0,4.0,5.0,1.53,3.8,7.0,1,0,2,1
2326,1729,1729,2009/2010,29,659105,9825,8191,3,1,23686.0,30935.0,30616.0,26005.0,31291.0,31013.0,31435.0,39297.0,30613.0,26181.0,36410.0,24788.0,34230.0,23349.0,34214.0,23823.0,46008.0,23185.0,28109.0,38856.0,23370.0,23190.0,3/6/2010,arsenal,burnley,H,20.0,8.0,11.0,5.0,1.14,7.5,21.0,3,0,1,0
2329,1729,1729,2009/2010,3,658593,9825,8462,4,1,23686.0,30935.0,38835.0,26005.0,78513.0,30613.0,27277.0,39297.0,3520.0,30843.0,41704.0,36286.0,47418.0,26108.0,24216.0,40987.0,26347.0,23889.0,24747.0,38820.0,25543.0,37140.0,8/22/2009,arsenal,portsmouth,H,19.0,9.0,16.0,4.0,1.17,7.0,19.0,3,1,1,0
